age,Graduated,marital,Profession,defaulter,loan,CustGender,state,Transaction mount,CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
46,No,married,Engineer,no,no,M,Indiana,68,9611.54,79,46,own,quite rich,little,2567,26,Home loan,10,6,4,11680,8,Average,6
48,Yes,married,Artist,no,no,M,Indiana,93,441190.44,106,77,own,NA,NA,11027,13,car,7,2,29,24426,10,Average,3
41,Yes,married,Lawyer,no,no,M,Indiana,109,14687.05,130,86,own,little,NA,17030,41,Home loan,4,3,56,31417,14,High,6
32,Yes,single,Engineer,no,no,M,Indiana,104,418108.02,103,90,own,moderate,NA,15860,39,Home Appliances,3,6,77,23925,10,Average,2
48,No,married,Doctor,no,no,M,Indiana,33,16436.09,71,25,own,little,moderate,10202,55,business,6,0,98,3674,8,Low,3
49,Yes,married,Artist,no,no,F,Indiana,67,1754.36,92,56,own,little,little,3712,11,business,1,1,31,14790,10,Low,6
27,Yes,single,Healthcare,no,no,M,Indiana,74,5593.34,93,68,free,quite rich,moderate,13123,22,car,4,5,87,8520,12,Low,3
55,Yes,married,Doctor,unknown,no,M,Indiana,60,82.66,71,57,own,little,NA,13670,55,Home loan,6,2,47,4125,10,Low,5
46,No,married,Artist,no,no,F,Indiana,41,68093.36,67,27,own,little,little,6937,38,car,4,2,50,3742,1,Low,4
47,Yes,married,Lawyer,no,unknown,M,Indiana,117,3254.68,125,77,own,rich,little,11218,18,Home Appliances,4,8,88,22708,,High,6
42,Yes,divorced,Engineer,no,no,M,Indiana,106,935922.05,127,92,free,NA,rich,10557,31,Home Appliances,3,2,18,33533,,High,3
51,Yes,married,Artist,unknown,no,M,Indiana,72,1212210.03,92,61,free,little,moderate,9103,56,Home Appliances,3,2,72,16390,12,Average,5
57,No,married,Healthcare,unknown,no,M,Indiana,41,4712.4,74,29,free,little,little,14725,37,car,3,2,73,4146,6,Low,6
32,Yes,single,Artist,no,yes,M,Indiana,74,12626.58,100,66,own,moderate,moderate,10487,17,Home loan,4,6,21,5715,14,Low,1
54,Yes,married,Executive,unknown,yes,M,Indiana,90,3800.79,138,89,rent,little,NA,1283,18,Home Appliances,5,0,6,26362,13,High,4
33,Yes,married,Doctor,no,no,M,Indiana,71,13101.05,77,62,own,little,moderate,17522,30,car,5,2,82,5162,7,Low,6
50,Yes,married,Homemaker,no,no,M,Iowa,56,63946.36,85,53,own,NA,NA,3128,2,car,4,1,31,15678,10,Low,3
45,No,divorced,Doctor,unknown,no,M,Iowa,71,45689.83,85,41,rent,quite rich,NA,9447,7,Home Appliances,7,7,3,12703,9,Average,3
49,Yes,divorced,Artist,no,no,M,Iowa,84,33840.88,95,67,rent,little,moderate,16173,45,repairs,3,0,62,8872,14,Low,3
47,Yes,married,Artist,unknown,no,M,Iowa,85,238.88,113,62,own,NA,moderate,8948,15,Home Appliances,7,1,26,24128,13,Average,4
45,No,married,Engineer,no,yes,M,Iowa,54,55601.02,79,58,own,quite rich,moderate,10584,25,Home Appliances,6,7,65,6647,6,Average,3
36,No,married,Doctor,no,no,M,Iowa,58,5815.8,70,49,rent,little,NA,10253,16,Home Appliances,3,1,40,4858,7,Low,6
38,,married,Entertainment,no,no,M,Iowa,61,15104.53,97,,own,NA,NA,5300,24,Home Appliances,6,1,50,12168,,Average,4
30,No,single,Executive,no,no,M,Iowa,110,9432.95,126,76,own,little,little,4212,52,car,4,2,66,29935,12,High,1
41,No,married,Doctor,unknown,no,M,Iowa,37,3505.54,73,26,own,moderate,moderate,13470,7,repairs,9,6,51,2343,7,Low,5
31,Yes,single,Artist,unknown,yes,M,Iowa,81,13335.13,107,69,free,little,NA,12903,32,car,3,1,48,23839,11,Low,2
35,No,married,Artist,no,yes,M,Iowa,50,18170.67,56,45,own,little,little,16394,32,car,4,0,72,3493,1,Low,4
36,No,married,Executive,no,no,M,Kansas,37,27858.01,63,28,own,little,little,336,23,business,3,0,53,3512,4,Low,5
51,Yes,married,Artist,unknown,yes,M,Kansas,98,58804.68,116,66,rent,little,NA,4855,19,Home Appliances,6,2,54,24599,12,Average,4
41,No,married,Marketing,no,no,F,Kansas,82,6609.35,119,64,rent,quite rich,rich,11919,50,Home Appliances,5,5,52,22079,14,High,2
37,No,married,Engineer,no,no,M,Kansas,70,7309.47,92,40,own,little,moderate,9548,55,Home Appliances,6,0,35,12646,14,Average,6
36,Yes,married,Doctor,no,unknown,M,Kansas,71,2080.07,77,65,own,NA,moderate,13074,3,business,7,2,90,18575,10,Low,3
35,Yes,single,Artist,no,no,M,Kansas,104,13186.98,119,85,own,little,NA,11759,8,car,2,1,13,24895,14,Average,1
57,Yes,married,Artist,no,no,M,Kansas,73,7533.53,72,51,own,moderate,moderate,1790,36,car,6,7,62,1504,8,Low,6
28,Yes,single,Doctor,no,no,M,Kentucky,96,130585.64,120,73,rent,little,moderate,17380,33,Home loan,4,0,53,21293,13,Average,2
54,Yes,divorced,Executive,no,no,M,Kentucky,111,0,131,90,own,little,NA,12863,3,business,2,3,71,27542,13,High,1
38,Yes,single,Healthcare,unknown,no,M,Kentucky,74,72877.28,101,65,own,moderate,rich,8956,14,car,6,8,98,23842,10,Low,3
52,Yes,divorced,Homemaker,no,unknown,M,Kentucky,82,9609.83,123,90,own,little,little,13639,27,car,3,1,85,21978,11,Average,3
43,Yes,married,Artist,unknown,yes,F,Kentucky,57,18297.1,94,54,own,little,NA,10090,15,Home loan,2,1,73,10514,10,Low,4
30,No,single,Healthcare,no,no,F,Kentucky,40,125814.61,74,3,own,little,little,16540,16,Home loan,3,0,50,3159,7,Low,2
51,Yes,married,Artist,unknown,no,M,Kentucky,81,844.89,98,73,rent,little,rich,16184,44,business,7,1,8,5406,14,Average,3
31,Yes,married,Artist,no,no,M,Kentucky,86,310.15,113,77,own,moderate,NA,5604,14,Home Appliances,5,6,79,24010,11,Average,3
45,Yes,married,Artist,no,yes,M,Kentucky,50,45059.28,75,50,own,little,little,2689,39,car,3,1,56,4370,10,Low,3
42,Yes,married,Artist,no,no,M,Kentucky,91,1689.04,118,61,free,little,moderate,14065,8,Home Appliances,6,2,85,23119,14,Average,4
37,No,married,Entertainment,no,no,F,Kentucky,60,15408.85,72,44,own,NA,NA,13836,6,education,1,2,42,2711,6,Average,3
49,Yes,married,Doctor,unknown,no,F,Louisiana,87,93684.15,103,70,own,moderate,NA,817,59,Home Appliances,5,0,47,24044,10,Average,4
34,,married,Healthcare,unknown,yes,M,Louisiana,30,10534.21,82,,own,NA,little,4420,46,Home Appliances,5,3,87,12530,10,Low,4
50,No,married,Engineer,no,no,M,Louisiana,41,108.94,63,32,own,little,little,5537,55,Home loan,5,0,52,1613,4,Low,2
47,Yes,divorced,Artist,no,no,F,Louisiana,108,4931.12,113,80,own,NA,NA,18254,54,car,2,3,20,24310,,Average,1
44,No,married,Homemaker,no,yes,M,Louisiana,49,20443.75,64,41,own,little,NA,9255,41,Home loan,6,1,90,4877,5,Low,3
42,Yes,married,Artist,no,no,F,Louisiana,50,219851.17,84,68,rent,little,little,15685,39,car,2,3,13,16469,9,Low,6
31,Yes,married,Artist,no,unknown,F,Louisiana,71,332.88,103,80,free,little,NA,5826,32,Home Appliances,2,3,84,21263,10,Average,4
52,No,married,Lawyer,unknown,no,M,Louisiana,87,8840.05,98,66,own,little,little,5537,39,Home Appliances,3,1,97,14346,10,High,2
56,Yes,married,Artist,no,no,M,Louisiana,86,65451.58,111,79,own,moderate,moderate,18221,12,car,6,4,100,22990,10,Average,5
36,No,married,Doctor,unknown,unknown,M,Louisiana,79,1129990.31,107,55,rent,little,rich,10347,45,Home Appliances,6,0,92,21211,12,Average,6
45,Yes,married,Entertainment,no,no,M,Louisiana,72,73523.7,96,69,own,little,moderate,7040,10,Home Appliances,4,0,59,11126,11,Average,3
31,No,married,Lawyer,no,yes,M,Louisiana,51,133560.6,52,21,own,little,moderate,7823,48,education,7,3,72,2968,4,Low,6
39,Yes,married,Executive,no,no,M,Louisiana,110,11197.85,132,87,own,NA,NA,15362,40,car,5,2,61,31797,14,High,3
45,Yes,married,Artist,unknown,no,M,Louisiana,80,4147.49,103,78,own,NA,NA,17906,32,car,5,2,12,22727,12,Average,2
46,Yes,married,Artist,unknown,no,M,Maine,81,475841.35,111,62,own,little,NA,2652,29,car,7,3,49,23019,12,Average,5
32,Yes,married,Artist,unknown,no,F,Maine,108,26848.46,133,71,own,NA,NA,14063,13,Home loan,3,4,76,28612,12,High,5
29,Yes,single,Artist,no,yes,M,Maine,70,0,92,80,free,little,NA,5920,16,car,3,0,99,15577,11,Low,2
41,No,married,Healthcare,no,no,M,Maine,37,94649,66,50,own,little,little,13975,9,Home loan,6,0,34,2278,1,Low,4
35,No,married,Healthcare,no,yes,F,Maine,46,214310.68,65,33,own,quite rich,moderate,7735,34,car,5,1,42,1669,3,Low,4
29,Yes,married,Artist,no,no,M,Maine,56,174301.26,89,63,own,quite rich,little,774,53,Home loan,6,4,99,15162,9,Low,2
34,Yes,married,Entertainment,no,no,M,Maine,60,7.71,74,61,own,NA,NA,9067,13,car,4,2,73,4959,8,Low,6
31,No,single,Doctor,no,no,F,Maine,35,10313.14,83,29,free,little,NA,4413,33,Home loan,1,2,77,6182,10,Low,1
36,Yes,single,Artist,no,yes,M,Maryland,78,4209.59,102,64,free,moderate,NA,4900,42,Home Appliances,3,5,59,24643,10,Low,2
41,,married,Lawyer,no,no,M,Maryland,83,12611.14,115,,own,little,moderate,5100,16,business,6,0,38,20824,,High,3
59,Yes,married,Artist,unknown,no,M,Maryland,50,5180.29,108,62,own,little,little,5554,30,business,7,2,21,23645,10,Low,6
45,Yes,married,Healthcare,unknown,no,M,Maryland,73,5201.59,90,63,own,quite rich,moderate,7124,55,car,9,4,22,5518,12,Low,2
31,No,married,Entertainment,no,no,F,Maryland,52,550175.19,59,34,free,little,NA,1106,36,Home loan,1,0,26,2485,1,Low,2
25,Yes,married,Lawyer,unknown,yes,F,Maryland,73,20.92,84,51,own,little,little,8752,13,car,5,2,87,16666,10,Low,2
38,Yes,married,Doctor,no,no,M,Maryland,51,34520.18,109,62,rent,rich,little,15818,50,Home Appliances,4,8,96,22269,10,Low,6
32,Yes,divorced,Executive,no,no,M,Maryland,114,3974.53,126,84,rent,NA,rich,16026,15,Home Appliances,3,1,3,25053,14,High,3
33,Yes,single,Doctor,unknown,no,M,Maryland,84,69400.01,92,61,own,little,moderate,9812,22,Home Appliances,4,0,65,8682,12,Low,1
35,Yes,married,Engineer,no,unknown,M,Maryland,53,34025.95,95,53,own,little,little,18358,32,car,7,2,54,11906,13,Low,2
37,Yes,married,Artist,no,no,F,Maryland,57,491954.54,96,55,rent,moderate,moderate,2091,27,Home loan,0,2,53,13463,10,Low,3
47,No,married,Healthcare,no,no,M,Massachusetts,33,1885.13,73,25,free,little,NA,13937,8,Home Appliances,5,3,14,2497,6,Low,6
28,Yes,married,Artist,no,no,M,Massachusetts,80,3656641.02,107,77,own,little,moderate,15221,52,car,5,0,34,24811,10,Average,5
36,No,married,Healthcare,no,no,M,Massachusetts,46,11837.11,58,41,own,NA,NA,4528,5,car,4,3,13,3210,0,Low,2
32,Yes,married,Artist,no,no,M,Massachusetts,60,466088.07,94,55,own,quite rich,NA,9578,56,Home Appliances,10,7,3,12930,13,Low,6
36,No,single,Entertainment,no,yes,F,Massachusetts,69,538.05,75,26,own,little,moderate,6889,34,repairs,1,1,45,2904,8,Low,1
51,Yes,married,,no,yes,M,Massachusetts,78,5862.59,93,79,rent,NA,moderate,12698,59,Home Appliances,7,2,64,9716,13,Average,5
32,Yes,married,Engineer,no,no,M,Massachusetts,56,342006.15,72,51,own,quite rich,moderate,5970,12,Home Appliances,7,4,83,2967,10,Low,3
50,Yes,married,Artist,unknown,no,M,Massachusetts,90,51.23,92,74,free,little,NA,3868,22,Home Appliances,3,0,89,10788,10,Average,6
48,Yes,divorced,Artist,unknown,yes,M,Massachusetts,74,2332.63,91,79,own,NA,NA,9567,52,Home Appliances,3,0,90,17403,13,Low,1
32,Yes,married,Healthcare,unknown,no,M,Massachusetts,53,36885.3,94,57,own,little,little,1119,48,car,6,3,80,17764,14,Low,3
48,No,married,Healthcare,no,no,F,Massachusetts,53,38920.2,53,35,own,moderate,moderate,1790,28,repairs,5,1,72,1619,2,Low,4
52,Yes,divorced,Entertainment,no,yes,M,Massachusetts,84,40231.32,96,66,own,little,NA,976,39,car,3,0,49,19546,11,Low,2
30,Yes,single,Artist,unknown,yes,M,Michigan,87,7018.77,118,73,own,little,little,4428,37,car,3,0,23,22292,10,Average,1
36,Yes,single,Entertainment,no,no,M,Michigan,87,15857.89,102,70,own,little,little,7817,51,business,4,0,36,22857,10,Low,3
48,No,married,Healthcare,no,no,M,Michigan,73,2.83,118,70,own,little,NA,15239,4,Home Appliances,4,3,4,24102,13,High,6
25,Yes,single,Lawyer,unknown,no,M,Michigan,75,108737.59,107,70,own,quite rich,rich,8801,2,Home Appliances,4,7,74,23849,12,Low,2
28,,single,Artist,no,no,M,Michigan,86,77.75,134,,own,little,moderate,5624,30,Home Appliances,3,3,64,28979,10,High,2
28,Yes,single,Artist,no,no,M,Michigan,74,11907.72,103,76,own,NA,moderate,12394,36,business,3,0,53,23265,11,Low,3
34,No,married,Engineer,no,no,M,Michigan,50,46516.78,59,30,own,little,NA,7238,32,car,3,3,17,3581,2,Low,6
39,Yes,married,Lawyer,no,no,M,Michigan,96,6518.08,122,89,own,moderate,moderate,4022,38,car,9,5,29,23459,10,High,6
42,Yes,married,Entertainment,no,no,M,Michigan,80,7872.46,83,65,rent,little,moderate,12516,32,Home loan,4,3,90,8171,7,Low,5
57,Yes,married,Entertainment,no,no,M,Michigan,95,22510.58,93,64,own,little,NA,15556,29,business,7,2,3,19916,11,Average,4
44,Yes,married,Engineer,unknown,no,M,Michigan,92,161.48,116,82,own,moderate,rich,15539,4,car,5,7,52,20981,13,High,3
28,Yes,single,Executive,no,yes,M,Michigan,128,14451.79,131,81,rent,little,little,7812,46,car,3,1,8,33747,,High,1
25,Yes,single,Healthcare,no,no,M,Michigan,123,17797.45,150,90,own,little,NA,14087,19,Home loan,3,1,5,30449,12,High,2
29,Yes,single,Artist,no,no,M,Michigan,84,3031.88,100,76,own,little,little,2910,7,Home loan,2,1,62,18493,10,Low,2
28,No,married,Healthcare,no,no,M,Michigan,42,7951.6,69,33,own,little,rich,17083,9,business,6,2,16,1952,5,Low,4
41,Yes,divorced,Engineer,unknown,no,M,Minnesota,88,222031.42,107,76,own,moderate,NA,4760,6,Home Appliances,7,6,7,24452,14,Low,2
28,Yes,married,Artist,no,no,F,Minnesota,60,4688.5,79,57,own,little,little,7444,4,car,0,1,27,7189,7,Low,4
32,Yes,married,Entertainment,no,no,M,Minnesota,57,48240.34,94,69,free,little,moderate,4584,47,Home Appliances,3,1,72,14171,10,Low,5
49,Yes,married,Marketing,unknown,no,M,Minnesota,91,9826.16,107,67,own,NA,NA,17559,48,education,7,0,94,21988,,Average,2
59,No,married,Entertainment,unknown,unknown,F,Minnesota,34,226503.86,70,20,free,moderate,NA,5012,6,Home Appliances,3,1,58,1823,7,Low,2
55,No,married,Engineer,no,no,M,Minnesota,50,2860,72,40,own,NA,little,15623,29,Home Appliances,6,0,4,3154,9,Average,2
43,Yes,married,Lawyer,no,unknown,M,Minnesota,118,25160.36,130,70,free,little,little,3569,18,Home loan,5,0,21,30820,,High,6
58,Yes,married,Artist,unknown,no,M,Minnesota,79,40114.7,118,63,own,NA,NA,2809,8,car,5,0,81,20165,12,Average,3
54,Yes,married,Lawyer,unknown,no,M,Minnesota,90,110.03,133,70,own,little,NA,17496,48,Home loan,5,1,3,26092,10,High,6
25,Yes,married,Artist,no,no,M,Minnesota,95,44756.8,99,72,own,little,little,925,21,car,3,3,25,14096,,Average,6
24,No,single,Marketing,unknown,no,M,Minnesota,39,148855.13,83,19,own,little,NA,6726,27,Home Appliances,4,1,68,16671,6,Low,2
53,No,married,Lawyer,no,no,M,Minnesota,80,8,97,66,own,little,little,2264,38,Home Appliances,3,0,61,17287,14,High,4
36,No,married,Artist,no,no,M,Minnesota,63,35409.45,97,45,rent,moderate,moderate,6909,27,car,10,4,61,11117,14,Average,5
49,Yes,married,Artist,no,no,F,Minnesota,58,1300842.49,102,68,own,NA,little,542,30,Home Appliances,3,0,1,22894,11,Low,3
44,No,married,Healthcare,no,no,F,Minnesota,31,9618.41,65,26,own,little,moderate,18002,3,Home Appliances,5,0,58,3592,1,Low,2
51,Yes,married,Artist,no,unknown,M,Minnesota,75,13826.07,90,75,own,little,NA,2339,40,education,5,3,15,19630,11,Average,6
37,Yes,married,Artist,no,yes,F,Mississippi,96,11968.4,132,84,own,little,little,12505,31,Home loan,2,2,16,26807,14,High,4
41,Yes,married,Entertainment,no,no,M,Mississippi,89,17000.44,113,79,free,little,little,15933,59,car,4,0,100,20854,13,Average,6
40,Yes,married,Artist,no,no,M,Mississippi,106,4405.12,131,76,own,NA,NA,12787,43,education,5,2,15,28430,14,High,6
35,No,married,Entertainment,unknown,yes,M,Mississippi,52,10332.66,80,38,own,quite rich,NA,2677,7,Home loan,8,5,11,6214,8,Low,2
24,Yes,single,Doctor,no,no,M,Mississippi,75,29201.2,108,74,own,little,moderate,9383,8,car,4,1,44,23216,10,Low,2
34,No,married,Homemaker,no,no,M,Mississippi,42,1264.39,68,50,own,rich,NA,5989,59,Home Appliances,3,9,90,4141,5,Low,3
30,Yes,married,Artist,no,no,M,Mississippi,81,143864.95,109,71,rent,little,moderate,16493,3,car,3,2,13,23828,12,Average,5
48,Yes,married,Artist,unknown,yes,M,Mississippi,109,261660.43,121,74,own,little,moderate,4502,39,car,4,0,42,21621,11,High,4
27,No,married,Artist,no,no,M,Mississippi,77,147389.81,103,54,rent,little,little,17489,19,business,6,0,52,24766,14,Average,6
40,No,divorced,Healthcare,no,no,M,Mississippi,65,325.51,71,29,own,little,moderate,6083,16,Home Appliances,3,1,89,4727,7,Low,1
40,Yes,married,Lawyer,unknown,yes,M,Mississippi,69,2483.62,101,57,own,little,little,11283,54,car,7,3,18,22929,14,Low,5
48,Yes,married,Homemaker,unknown,yes,F,Mississippi,89,41351.46,96,67,own,little,little,6267,17,car,2,2,55,13712,14,Average,3
35,Yes,single,,no,yes,M,Mississippi,83,5687.06,104,89,own,moderate,little,15699,18,Home Appliances,6,6,18,20695,11,Average,1
26,No,married,Marketing,no,yes,M,Mississippi,94,144990.96,113,69,own,NA,NA,18056,5,Home Appliances,5,0,99,23629,10,High,3
33,No,married,Artist,no,no,M,Missouri,39,14165.63,56,29,own,NA,little,13658,21,business,7,0,2,4569,4,Low,6
29,Yes,single,Artist,unknown,no,F,Missouri,105,16267.78,104,87,own,little,moderate,7609,10,car,0,1,17,22783,14,Average,3
45,Yes,married,Healthcare,unknown,yes,M,Missouri,75,11846.77,97,70,free,quite rich,NA,5409,41,Home Appliances,8,4,81,15382,13,Low,5
35,No,married,Healthcare,no,no,F,Missouri,32,18867.11,56,29,own,little,NA,6032,36,car,4,3,69,3712,0,Low,2
32,Yes,married,Artist,no,no,M,Missouri,114,65529.65,134,85,own,quite rich,little,7348,47,Home Appliances,10,6,83,32336,13,High,5
34,Yes,married,Executive,no,no,M,Missouri,60,2794.04,70,52,own,little,little,3188,4,car,6,3,99,2746,10,Low,5
33,Yes,single,Executive,no,yes,M,Missouri,107,10576939.93,114,86,own,moderate,moderate,6258,39,car,4,6,4,23731,12,Average,2
37,Yes,married,Artist,unknown,no,M,Missouri,86,62907.82,106,76,free,NA,NA,299,43,Home loan,7,2,55,22592,10,Average,3
29,Yes,single,Doctor,unknown,no,F,Missouri,81,9053.15,102,69,free,little,little,11528,16,Home loan,4,3,79,24636,14,Low,1
27,Yes,single,Artist,no,no,M,Montana,108,9855.61,109,73,own,little,NA,3522,24,Home Appliances,2,0,48,24945,13,Average,1
43,Yes,divorced,Artist,no,no,M,Montana,77,83979.45,92,80,own,rich,rich,12892,49,Home Appliances,5,10,40,17875,14,Low,1
47,Yes,married,Artist,unknown,no,M,Montana,72,9581.06,72,56,own,little,moderate,355,3,Home Appliances,4,2,20,2486,6,Low,6
32,No,single,Marketing,no,unknown,M,Montana,38,383.06,81,27,own,little,little,18069,37,business,4,3,14,6821,6,Low,2
33,Yes,divorced,Lawyer,no,unknown,M,Montana,84,39954.44,96,77,own,rich,moderate,7494,33,business,5,7,73,15431,14,Low,2
26,Yes,married,Artist,no,no,F,Nebraska,80,6771.29,76,58,own,little,little,17154,10,Home loan,0,1,71,9981,,Low,2
39,No,married,Healthcare,unknown,no,M,Nebraska,47,14178.24,70,30,own,moderate,moderate,9098,28,car,9,6,82,1829,6,Low,6
38,Yes,married,Marketing,unknown,yes,F,Nebraska,91,10726.26,126,88,rent,NA,NA,5440,21,business,3,3,14,32273,10,High,5
48,Yes,married,Engineer,no,no,M,Nebraska,50,5883.01,90,54,free,little,rich,4002,5,Home loan,7,1,79,18202,14,Low,3
42,Yes,married,Artist,no,no,M,Nebraska,74,111702.4,91,75,own,little,moderate,8303,58,Home Appliances,7,1,47,11570,14,Average,6
35,No,divorced,Doctor,no,yes,F,Nebraska,55,10218.1,61,18,own,little,NA,3199,19,education,0,1,40,4662,0,Low,3
42,Yes,divorced,Entertainment,no,no,M,Nevada,70,1106.08,97,80,own,little,rich,8231,25,Home Appliances,2,2,50,5270,11,Low,3
36,No,single,Doctor,unknown,no,M,Nevada,32,29241.44,85,27,own,little,rich,17340,55,domestic appliances,3,3,36,18506,6,Low,3
28,Yes,married,Homemaker,no,yes,F,Nevada,66,831839.84,88,53,own,little,moderate,1501,35,Home Appliances,2,3,92,6046,9,Low,6
32,Yes,single,Healthcare,no,no,M,New Hampshire,104,2073997.66,115,85,own,quite rich,NA,4426,6,Home Appliances,7,8,100,24092,12,Average,2
28,Yes,divorced,Artist,no,no,M,New Hampshire,70,292.63,101,65,rent,quite rich,moderate,9519,15,Home Appliances,3,5,80,24241,13,Low,1
41,Yes,divorced,Healthcare,no,no,M,New Hampshire,82,2130.69,101,66,rent,little,moderate,12552,10,repairs,2,3,94,21891,12,Low,2
32,No,married,Entertainment,unknown,unknown,M,New Hampshire,53,85382.38,54,47,own,moderate,little,15646,49,car,8,4,68,2648,3,Low,2
42,Yes,divorced,Artist,no,unknown,F,New Hampshire,82,21755.59,126,85,own,little,little,11962,39,car,1,1,23,31749,12,Average,1
29,Yes,single,Artist,no,unknown,M,New Hampshire,86,6732.1,108,78,own,little,NA,12119,58,car,4,1,67,21344,12,Low,1
38,No,married,Doctor,no,no,F,New Jersey,56,1819.18,80,42,own,quite rich,NA,7928,15,Home Appliances,0,0,79,11182,9,Low,4
22,No,single,Healthcare,no,no,F,New Jersey,68,17454.46,78,8,own,quite rich,little,17503,46,car,3,8,72,11903,10,Low,1
34,Yes,married,Artist,no,no,F,New Jersey,58,8423.99,87,51,own,little,NA,8575,25,car,2,3,73,9557,7,Low,2
31,Yes,married,Artist,unknown,yes,M,New Jersey,107,6717.71,133,90,free,moderate,NA,17701,29,Home Appliances,10,7,6,33472,12,High,5
52,No,married,Executive,no,no,M,New Jersey,84,11456.18,108,50,own,NA,moderate,15803,35,Home loan,4,0,0,21600,,High,2
55,Yes,divorced,Artist,no,yes,M,New Jersey,102,4140.62,123,71,own,little,moderate,6844,54,car,4,0,10,21769,13,Average,2
24,Yes,single,Entertainment,no,no,M,New Jersey,89,156347.47,101,67,own,little,NA,2050,45,Home Appliances,2,1,19,23116,12,Low,1
46,Yes,divorced,Artist,unknown,yes,M,New Jersey,88,143.28,104,73,rent,NA,NA,17084,46,car,2,1,38,21756,13,Average,3
31,No,divorced,,no,no,M,New Jersey,32,42816.88,82,1,free,little,moderate,7102,21,car,4,0,89,9135,,Low,3
34,No,married,Healthcare,no,no,M,New Jersey,44,46831.61,63,49,free,NA,NA,11005,32,car,7,2,8,2934,3,Low,6
45,No,married,Healthcare,no,no,M,New Jersey,47,385371.34,53,43,own,NA,moderate,13238,51,Home Appliances,4,0,61,2285,5,Low,5
45,No,married,Doctor,unknown,no,F,New Jersey,51,2439.01,68,32,own,little,NA,11395,6,Home Appliances,1,2,61,4674,5,Low,3
39,No,divorced,Artist,no,unknown,F,New Jersey,39,64762.5,64,4,rent,little,rich,15498,50,car,5,3,49,1500,4,Low,3
29,No,single,Healthcare,no,unknown,M,New Jersey,30,44720.66,65,26,own,little,little,17517,10,Home loan,4,2,62,2097,5,Low,3
44,No,divorced,Healthcare,no,no,M,New Jersey,51,22345.72,90,11,own,little,moderate,6750,32,business,2,0,15,7976,11,Low,3
29,Yes,single,Entertainment,no,no,M,New Jersey,72,39108.68,92,61,own,NA,moderate,11130,44,Home Appliances,2,3,36,8305,11,Low,3
32,Yes,married,Entertainment,no,yes,M,New Jersey,79,21500.81,90,78,own,little,moderate,7048,53,business,4,3,45,16317,11,Average,3
32,Yes,single,Artist,no,yes,M,New Jersey,83,4027066.25,108,74,own,little,moderate,659,14,business,3,0,98,21404,13,Low,1
48,Yes,divorced,Healthcare,no,yes,M,New Mexico,74,2711465.87,105,62,own,little,NA,17017,30,Home Appliances,3,2,18,20779,,Low,1
29,Yes,single,Artist,no,no,M,New Mexico,84,56.09,113,74,own,NA,NA,411,13,repairs,2,3,95,20042,,Average,2
32,Yes,married,Executive,no,no,M,New Mexico,94,4383.72,125,73,free,little,NA,1226,3,Home Appliances,6,0,6,20717,13,High,3
38,Yes,single,Healthcare,no,no,M,New Mexico,85,24633.27,102,62,own,rich,moderate,13709,4,car,7,10,66,24322,12,Low,2
28,Yes,single,Artist,no,yes,M,New Mexico,77,95026.76,105,70,own,little,NA,2153,54,education,2,2,46,24825,12,Low,3
46,Yes,married,Artist,no,unknown,M,New York,90,493.47,112,62,own,NA,NA,9086,57,Home Appliances,4,1,84,24451,13,Average,5
46,Yes,married,Homemaker,unknown,no,M,New York,95,71408.57,133,90,free,little,NA,1946,41,car,6,0,75,32596,13,High,3
27,Yes,single,Executive,no,no,M,New York,79,27061.99,105,67,free,NA,NA,8971,42,Home Appliances,4,3,6,20133,13,Low,3
26,No,married,Lawyer,no,no,F,New York,36,31.32,70,24,free,little,little,17998,29,vacation/others,0,0,73,2515,10,Low,3
33,No,married,,no,no,M,New York,58,1392.75,58,43,own,little,moderate,10968,45,business,7,2,20,2086,,Low,2
28,No,married,Doctor,no,no,M,New York,44,656786,72,20,rent,NA,little,2932,40,education,4,3,53,3189,10,Low,6
52,No,married,Lawyer,unknown,no,F,New York,80,180579.69,94,52,own,little,little,13205,32,car,4,3,99,11310,11,High,3
35,Yes,single,Engineer,no,no,M,New York,84,56709.26,115,70,own,little,little,3212,59,Home Appliances,3,2,64,24127,11,Average,2
33,Yes,married,Artist,no,unknown,M,New York,85,11536.05,98,78,rent,little,moderate,12798,31,Home Appliances,7,0,1,7246,,Average,3
46,Yes,married,Entertainment,no,no,M,New York,54,481530.22,108,68,rent,NA,NA,15310,59,car,4,0,61,21102,10,Low,3
26,Yes,married,Artist,no,no,F,New York,56,414233.69,87,54,own,little,moderate,10073,45,Home loan,1,0,8,14778,9,Low,2
39,No,married,Engineer,unknown,no,F,New York,90,235518.07,96,65,own,NA,NA,6697,20,Home Appliances,4,3,58,14966,14,High,5
47,Yes,married,Engineer,no,no,F,New York,78,979533.89,107,68,rent,quite rich,NA,12819,19,Home Appliances,3,3,40,20996,13,Low,2
26,No,married,Executive,no,yes,M,New York,43,68773.32,80,31,own,moderate,NA,6982,33,business,6,7,65,7073,9,Low,3
34,No,married,Engineer,no,no,M,New York,46,359.24,72,30,own,little,little,6383,49,vacation/others,7,3,31,4349,10,Low,4
