age,Graduated,marital,Profession,defaulter,loan,CustGender,state,TransactionAmount (INR),CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
35,No,single,Entertainment,no,no,M,Virginia,2750,1085582.67,81,7,free,little,little,10648,10,Home Appliances,4,3,2,10533,5,Low,2
30,No,married,Artist,no,yes,M,Virginia,200,2421,68,47,own,little,NA,4330,43,business,4,0,31,14322,0,Low,
40,No,married,Executive,no,no,M,Washington,631.26,92597.62,50,39,own,little,moderate,12486,26,car,5,2,17,34516,0,Low,6
31,Yes,married,Entertainment,no,no,M,Washington,50,6.73,113,69,rent,little,little,1469,44,car,6,1,12,6798,2,Average,3
52,No,married,,unknown,no,M,Washington,2577,22652.92,56,40,own,little,rich,13741,27,car,5,1,65,1438.3,,Low,1
46,No,married,Artist,no,no,M,Washington,293,42334.6,62,20,own,NA,NA,6495,2,business,3,1,17,2445,5,Low,5
27,Yes,married,Artist,unknown,yes,F,Washington,17,11.77,104,53,own,little,moderate,15515,33,Home loan,1,2,81,2585,1,Low,2
39,Yes,married,Artist,no,yes,F,Washington,725,52484.04,90,65,own,NA,NA,15542,52,car,1,1,46,1438.3,0,Average,2
59,No,married,Artist,unknown,no,M,Washington,169,55094.88,60,38,own,NA,NA,3544,55,car,7,1,99,1781,1,Low,1
39,No,single,Entertainment,no,no,F,Washington,10000,107800.83,75,4,own,little,NA,10308,33,Home loan,3,2,64,1606,1,Low,5
55,No,divorced,Executive,no,no,M,Washington,39246,273510.58,107,68,free,rich,moderate,11711,30,Home loan,4,6,54,2205,1,High,2
43,Yes,married,Doctor,no,no,M,Washington,1468,45856.24,87,59,own,little,NA,15631,31,car,6,3,4,2270,1,Low,1
42,Yes,married,Artist,no,no,M,Washington,200,1271280.15,130,85,own,little,moderate,10884,18,Home Appliances,5,0,67,2568,1,High,2
42,Yes,single,Lawyer,no,no,M,Washington,88,172795.32,145,93,own,NA,rich,3969,58,car,4,0,4,3292,0,High,2
56,Yes,married,Artist,no,no,F,Washington,1718,5076.76,116,79,own,little,little,5815,32,car,2,3,64,10797,1,Average,2
45,Yes,married,Executive,no,no,F,Washington,50,17396.93,82,55,free,quite rich,NA,2044,4,car,5,2,67,30501,0,Low,
38,Yes,single,Artist,no,yes,F,Washington,1724,8366.42,102,62,free,rich,NA,2650,52,Home loan,7,13,96,5371,,Low,3
49,Yes,married,Artist,no,no,F,Washington,472.5,7137.97,105,57,own,NA,NA,17132,25,car,2,0,31,13441,0,Low,1
57,Yes,divorced,Artist,unknown,no,F,Washington,1000,5265.32,123,85,own,moderate,little,13113,23,Home Appliances,2,6,15,9137,0,Average,5
51,No,married,Doctor,unknown,no,M,Washington,2668,45678.16,57,45,own,little,moderate,1086,53,Home loan,6,3,13,5848,1,Low,4
31,Yes,divorced,Artist,no,no,F,Washington,325,5504.62,127,78,free,little,moderate,11923,37,car,4,1,25,10614,0,Average,3
52,Yes,married,Artist,unknown,no,M,Washington,1,148.64,129,70,own,NA,moderate,4763,52,vacation/others,3,1,27,4035,0,High,3
57,No,married,Artist,no,no,M,Washington,9,4065.42,72,54,rent,moderate,NA,2991,9,Home loan,5,7,93,4205,,Average,3
47,Yes,married,Artist,no,no,F,Washington,250,13252.26,106,68,rent,little,rich,1442,52,Home loan,1,0,80,2586,1,Average,4
42,Yes,married,Engineer,no,no,M,Washington,200,1842.9,103,67,own,little,moderate,6560,13,car,5,3,13,7234,0,Average,2
35,No,single,Healthcare,no,no,M,Washington,358,89633.04,76,15,own,NA,rich,10927,28,car,2,3,69,34516,0,Low,3
31,Yes,single,Artist,no,no,M,West Virginia,125,2353.28,110,76,rent,little,little,7083,13,Home loan,4,2,78,21114,7,Low,3
43,Yes,single,Artist,no,no,M,West Virginia,275,12796.93,142,89,free,little,little,16615,44,Home loan,2,2,30,2522,0,High,2
44,Yes,married,Entertainment,unknown,no,F,Wisconsin,40,31182.78,81,69,own,NA,moderate,15285,23,Home loan,0,3,49,11309,0,Low,5
59,No,divorced,Executive,unknown,no,M,Wisconsin,925,3530.09,117,74,own,little,NA,6133,8,education,3,0,31,13883,12,High,7
57,No,married,Artist,unknown,no,F,Wisconsin,200,24469.61,60,32,own,little,little,11289,4,Home loan,2,0,69,13448,1,Low,1
41,No,married,Engineer,unknown,no,F,Wisconsin,100,5346.25,89,48,own,little,moderate,6976,41,car,0,2,8,25991,1,Average,3
32,Yes,married,Executive,no,no,F,Wisconsin,50,179.34,130,71,rent,little,little,7925,17,Home Appliances,3,4,67,2537,7,High,4
33,No,single,Lawyer,no,no,F,Wisconsin,100,271.25,123,74,own,little,little,9467,17,car,4,2,44,1438.3,0,High,2
54,No,married,Doctor,unknown,no,F,Wisconsin,3080,537091.22,106,40,free,rich,little,5604,5,Home loan,2,2,10,13019,0,Average,3
22,Yes,single,Artist,no,no,M,Wisconsin,10121,590978.94,100,66,own,little,NA,2900,42,car,2,0,83,3339,1,Low,1
36,No,married,Entertainment,unknown,no,M,Wisconsin,4000,121264.16,61,48,own,little,little,12998,31,car,6,2,50,28390,11,Low,5
56,Yes,married,Artist,unknown,no,M,Wisconsin,185,348.59,94,69,own,NA,NA,1106,47,Home loan,4,0,72,23665,8,Average,3
41,Yes,married,Artist,no,yes,M,Wisconsin,30,5867.94,103,75,own,rich,NA,1392,14,car,5,9,26,1438.3,0,Average,4
46,Yes,married,,unknown,yes,M,Wisconsin,148.92,376.75,76,70,own,little,rich,8424,40,Home Appliances,5,3,99,2459,,Low,2
60,Yes,single,Doctor,no,yes,M,Wisconsin,10,4.3,99,71,own,little,moderate,5504,11,Home Appliances,2,0,71,1624,0,Low,
50,No,married,Healthcare,no,no,M,Wisconsin,1014,8729.55,65,20,own,little,little,8101,10,car,4,1,74,8900,0,Low,3
49,Yes,married,Engineer,unknown,yes,M,Wyoming,197,8812.72,91,57,own,moderate,NA,4847,55,education,5,4,74,5239,1,Low,6
47,Yes,married,Artist,unknown,yes,F,Wyoming,2061,6088.38,116,62,own,moderate,moderate,1649,10,car,0,0,50,9351,0,Average,2
34,Yes,married,Lawyer,unknown,no,M,Wyoming,68,49311.44,124,70,own,moderate,NA,2352,52,car,6,6,6,2655,0,High,2
49,Yes,married,Homemaker,unknown,no,M,Wyoming,200,4997.66,117,75,own,little,little,15547,24,Home loan,6,1,58,3173,0,Average,2
30,Yes,single,Artist,no,no,F,Wyoming,101,3037.27,101,67,own,little,little,14503,39,Home loan,0,0,55,6243,1,Low,3
35,Yes,divorced,Artist,unknown,no,M,Alabama,6000,249662.38,102,74,rent,little,moderate,10435,4,Home Appliances,2,0,85,6730,1,Low,2
40,Yes,married,Lawyer,unknown,yes,M,Alabama,1200,260500.99,101,67,own,NA,little,18479,33,domestic appliances,6,3,4,2490,0,Low,1
42,Yes,married,Artist,no,no,F,Alabama,1000,27212.56,91,71,own,little,little,12859,43,Home loan,4,1,53,1746,1,Average,4
45,Yes,single,Artist,no,yes,M,Alabama,150,39288.61,113,89,rent,little,moderate,1679,22,Home loan,2,1,78,4141,1,Average,4
40,Yes,married,Healthcare,no,no,F,Alabama,1000,46323.42,104,56,own,little,moderate,1562,39,education,0,0,34,11684,6,Low,2
32,Yes,single,Engineer,unknown,no,M,Alabama,100,3425.44,108,80,own,little,little,13224,56,Home loan,3,3,42,2363,9,Average,2
41,No,married,Entertainment,no,no,M,Alabama,50,11837.83,54,45,own,quite rich,moderate,6513,49,Home Appliances,9,4,9,34516,,Low,1
57,Yes,divorced,Artist,no,no,M,Alabama,350,1011.41,100,90,own,little,moderate,10028,30,business,4,3,34,28829,,Average,
34,Yes,married,Lawyer,no,no,M,Alabama,29,2561.31,119,74,own,little,rich,14483,38,car,6,2,9,1438.3,0,High,3
40,Yes,married,Artist,no,yes,M,Alabama,2529,140659.49,92,73,free,little,NA,9789,2,Home Appliances,5,3,1,2730,0,Average,4
44,No,married,Entertainment,unknown,no,M,Alabama,100,9.24,92,41,own,little,moderate,13546,51,Home Appliances,7,3,41,1994,1,Average,4
51,No,married,Lawyer,unknown,unknown,M,Alabama,70,96597.94,118,52,free,quite rich,moderate,14249,44,Home Appliances,8,4,58,9727,0,High,2
42,No,married,Entertainment,no,no,F,Alabama,1278,67064.5,70,32,own,moderate,NA,5943,48,business,0,2,30,33771,7,Low,1
32,Yes,divorced,Artist,no,no,M,Alabama,49,29949.35,107,83,free,rich,moderate,17475,25,education,6,13,94,10452,9,Average,5
33,Yes,married,Artist,no,no,M,Alabama,134,208733.59,95,59,own,little,NA,4959,4,domestic appliances,5,2,44,2858,10,Low,1
43,Yes,married,Healthcare,unknown,yes,M,Alaska,253,17666.57,82,51,own,little,moderate,18472,21,Home loan,6,1,3,4707,1,Low,4
28,Yes,married,Artist,unknown,no,M,Alaska,8728,71313.79,110,64,own,NA,NA,13305,30,car,7,1,42,3537,0,Low,1
37,Yes,married,Healthcare,no,no,M,Alaska,220,781.6,76,60,own,little,little,13043,20,Home Appliances,5,2,69,8258,4,Low,4
37,Yes,single,Engineer,no,no,M,Alaska,500,976507.61,144,100,own,quite rich,NA,17970,40,education,6,5,79,3072,1,High,3
41,Yes,married,Artist,unknown,no,M,Arizona,33,71767.91,105,70,rent,little,moderate,7580,32,car,3,3,10,8892,,Low,2
37,Yes,married,Artist,no,no,M,Arizona,74,38448.34,99,62,own,NA,NA,4106,19,Home Appliances,5,3,70,3841,1,Average,5
42,No,married,Entertainment,no,no,F,Arizona,37,11456.62,60,34,own,little,NA,5698,25,Home Appliances,5,2,51,1920,,Low,1
60,Yes,married,Lawyer,no,no,M,Arizona,200,5278.1,140,73,own,little,NA,7039,53,Home Appliances,7,0,90,7802,4,High,
28,Yes,single,Lawyer,no,no,M,Arizona,322,36261.81,91,79,own,little,little,6285,46,Home loan,3,3,98,1705,1,Low,1
45,No,divorced,Marketing,no,no,M,Arizona,700,8237.66,78,3,free,NA,moderate,6477,15,education,4,0,50,1822,1,Low,8
34,Yes,married,Healthcare,unknown,no,M,Arizona,3876,2543.1,70,65,own,NA,rich,15131,46,Home Appliances,5,3,96,9294,1,Low,2
52,Yes,married,Artist,no,no,M,Arizona,250,7004.96,87,69,own,little,rich,16393,56,car,5,0,92,12248,0,Low,2
33,Yes,married,Artist,no,no,M,Arkansas,190,166.29,102,72,own,little,NA,13743,12,Home loan,4,2,69,10264,,Average,3
43,Yes,married,Artist,no,no,M,Arkansas,50,1387.07,101,66,own,little,little,8979,23,Home loan,6,2,5,15069,10,Low,1
41,Yes,married,Artist,no,no,M,Arkansas,100,6341.56,109,69,rent,little,NA,2383,18,business,3,0,83,4650,8,Average,2
31,Yes,married,Artist,no,no,M,Arkansas,411,77835.25,114,61,own,little,NA,6184,56,car,7,0,1,3685,1,Average,4
48,Yes,married,Artist,unknown,no,M,Arkansas,100,278652.44,129,75,rent,little,little,2457,48,Home loan,7,1,17,7231,0,High,2
47,Yes,married,Artist,unknown,no,M,Arkansas,1556.3,0,92,60,own,little,little,11773,49,Home loan,5,3,9,10007,,Average,4
38,Yes,married,Lawyer,unknown,no,M,Arkansas,2034,183047.77,100,66,own,little,moderate,4740,45,Home loan,7,3,60,2641,1,Low,1
51,No,married,Entertainment,no,no,M,Arkansas,689,23013.93,52,49,own,NA,NA,7458,15,car,5,1,96,3095,6,Low,3
49,Yes,married,Lawyer,unknown,no,M,Arkansas,177,48877.89,102,50,own,little,NA,16992,19,Home Appliances,4,1,26,3607,2,Low,1
31,No,married,Engineer,no,no,M,Arkansas,72.81,113.81,74,40,own,little,NA,3872,44,Home loan,4,1,38,1954,9,Low,2
45,Yes,married,Engineer,unknown,no,F,Arkansas,6284,111770.14,100,65,own,NA,NA,3753,41,car,3,2,25,21317,1,Low,2
41,Yes,married,Artist,no,no,F,Arkansas,604,29189.65,93,57,own,moderate,moderate,15533,16,vacation/others,3,0,32,19402,1,Low,2
51,Yes,married,Entertainment,no,no,M,Arkansas,50,4820.23,97,53,free,little,little,9531,12,business,4,1,41,8063,9,Low,6
46,No,divorced,Healthcare,unknown,no,M,Arkansas,1608,7115.83,81,17,own,little,NA,9431,31,Home Appliances,4,3,45,3097,8,Low,4
48,Yes,married,Artist,unknown,no,M,Arkansas,100,268.52,92,76,own,NA,NA,12278,36,Home Appliances,6,3,42,1438.3,8,Average,2
51,Yes,married,Artist,no,no,M,Arkansas,2099,115749.25,116,68,own,little,moderate,6690,36,car,7,2,30,3161,0,Average,3
44,Yes,married,Entertainment,no,unknown,F,Arkansas,200,29871.31,94,50,own,moderate,NA,11139,52,car,3,0,43,2435,6,Low,5
30,Yes,married,Healthcare,no,no,M,Arkansas,365,93043.74,96,61,free,NA,little,10364,20,Home loan,7,3,25,1845,6,Average,2
35,Yes,divorced,Healthcare,no,yes,M,Arkansas,99,79801.21,106,75,free,little,moderate,16487,16,car,3,1,60,1603,0,Low,1
35,Yes,married,Artist,no,no,F,Arkansas,1350,67241.11,80,66,own,NA,NA,475,28,car,0,0,21,4710,0,Low,4
57,No,married,Healthcare,no,no,M,Arkansas,700,22183.16,69,22,own,little,rich,18193,21,car,5,0,100,2751,9,Low,8
38,Yes,married,Artist,no,no,M,Arkansas,50,5335.89,112,74,own,moderate,NA,1462,7,business,5,5,47,1438.3,1,Average,3
36,No,married,Engineer,unknown,yes,M,Arkansas,350,54.54,100,55,own,little,NA,10557,48,Home Appliances,6,3,53,24287,1,Average,6
30,Yes,single,Entertainment,no,no,M,Arkansas,197,21839.05,104,71,own,NA,NA,1960,46,Home Appliances,4,0,67,1694,,Low,1
37,Yes,married,Lawyer,unknown,yes,M,Arkansas,4001,38972.29,119,75,own,little,moderate,6519,40,Home loan,5,1,9,1457,6,High,2
31,Yes,divorced,Lawyer,no,no,M,Arkansas,369,377098.95,127,83,own,quite rich,moderate,4076,50,business,4,6,100,25045,1,High,2
37,Yes,married,Healthcare,no,yes,M,California,138.65,85.14,129,85,rent,little,NA,18383,36,business,7,0,42,10859,3,High,4
31,Yes,unknown,Artist,unknown,no,F,California,140,696.66,108,79,free,little,NA,460,52,car,1,0,84,16928,1,Low,2
38,Yes,married,Artist,no,unknown,F,California,0,146406.58,91,51,own,rich,moderate,5352,31,Home loan,4,0,14,4297,1,Low,2
29,No,single,Executive,no,no,F,California,1999,363413.08,105,41,own,little,little,10522,21,car,3,1,6,8302,1,Average,2
36,No,married,Engineer,no,unknown,M,California,1200,33957.34,57,28,own,little,little,4880,4,Home Appliances,6,3,95,2734,9,Low,1
41,Yes,married,Lawyer,no,no,M,California,747,1215.49,126,77,own,little,NA,1201,57,Home loan,4,0,20,27374,,High,2
32,Yes,single,Executive,unknown,no,M,California,1710.79,61994.81,97,61,own,moderate,moderate,891,49,education,5,7,5,2960,0,Low,3
42,Yes,married,Doctor,unknown,no,M,California,2348.97,120579.75,101,73,own,little,little,16030,8,Home loan,5,0,84,9110,5,Average,3
27,No,married,Healthcare,no,no,M,California,70,7004.63,76,43,rent,little,little,1088,53,Home loan,7,0,56,1539,0,Low,4
34,Yes,married,Entertainment,no,no,M,California,200,3835.89,111,65,rent,little,moderate,13297,20,car,3,1,48,1947,0,Average,2
44,No,married,Healthcare,no,no,F,California,233.36,106182.74,78,25,own,rich,NA,18486,33,Home Appliances,3,3,79,2667,,Low,3
42,Yes,married,Lawyer,no,no,M,California,50,21835.88,135,78,own,little,NA,5742,48,Home Appliances,3,3,72,3062,0,High,2
29,Yes,divorced,Artist,no,no,M,California,174,720.27,91,64,own,NA,moderate,16586,8,business,4,0,97,3114,14,Low,1
40,No,married,Healthcare,unknown,no,M,California,250,157905.7,66,24,own,little,NA,11652,52,business,6,3,12,14948,9,Low,3
57,Yes,single,Healthcare,no,no,M,California,150,326903.85,93,65,own,little,NA,1912,24,car,4,1,35,1749,,Low,4
42,Yes,married,Entertainment,unknown,no,F,California,15,142228.24,100,75,own,NA,moderate,17692,38,car,1,1,23,2534,,Average,5
50,No,married,Healthcare,no,yes,M,California,500,9362.39,76,28,free,little,moderate,4645,15,Home Appliances,4,0,85,2503,3,Low,2
58,No,married,Entertainment,no,no,M,California,1000,224638.63,80,45,own,NA,NA,8148,42,car,3,3,47,1854,10,Low,2
34,Yes,married,Artist,no,no,M,California,1470,12258.07,107,70,own,little,little,4454,32,Home Appliances,5,0,98,4092,3,Average,3
40,No,single,Engineer,no,no,M,California,250,45442.32,89,43,own,quite rich,NA,15036,9,Home Appliances,5,5,59,13284,0,Average,5
46,Yes,married,Artist,no,yes,M,California,1000,77427,109,78,rent,quite rich,rich,8371,13,car,5,7,22,4830,5,Average,4
33,Yes,married,Artist,no,no,M,California,15,145781.85,103,69,free,little,moderate,4772,44,Home Appliances,7,2,42,5911,3,Average,2
42,Yes,married,Artist,unknown,no,F,California,2000,55265.68,115,73,free,little,NA,13242,37,car,0,0,39,11012,8,Average,3
27,Yes,married,Doctor,no,no,M,California,2104.73,111306.48,78,54,own,little,NA,13718,41,business,7,1,2,19188,,Low,1
41,Yes,single,Artist,no,no,M,California,50,5366.19,101,81,own,quite rich,NA,15396,25,car,4,7,91,18056,1,Average,3
39,No,married,Engineer,no,no,M,California,3318.88,11192.48,72,33,rent,NA,little,375,21,car,6,0,19,1438.3,0,Low,1
58,Yes,married,Healthcare,unknown,no,M,California,59,6.72,97,58,own,little,NA,14747,39,car,4,0,100,3201,0,Low,1
31,No,married,Executive,no,no,M,California,2000,1308863.89,103,54,own,little,little,8936,47,car,4,1,56,1479,1,High,8
48,Yes,divorced,Homemaker,no,no,M,California,200,128520.25,98,77,own,NA,little,13765,55,education,4,2,19,3144,9,Low,1
45,No,married,Executive,unknown,no,M,California,1000,24946.84,102,50,own,quite rich,NA,11576,52,car,10,7,76,1854,1,High,2
30,No,married,Healthcare,no,no,M,California,80,23701.01,56,38,own,NA,moderate,5647,13,car,4,0,8,1960,8,Low,4
58,Yes,married,Doctor,no,no,M,California,1300,4455.21,116,87,own,rich,NA,14494,53,car,4,8,45,9782,5,High,2
39,No,single,Healthcare,no,no,F,California,871,74421.57,81,14,own,NA,moderate,10956,28,car,5,0,53,3144,2,Low,2
41,Yes,married,Artist,no,no,M,Colorado,523.92,11034.59,94,73,free,little,moderate,10003,47,car,4,0,87,4738,1,Average,4
44,Yes,married,Artist,no,no,M,Colorado,572,71127.34,81,59,own,moderate,NA,9432,21,Home loan,7,7,88,34516,0,Low,2
47,No,married,Engineer,no,no,M,Colorado,1145,55601.02,73,22,own,NA,moderate,11258,28,Home loan,5,1,44,1438.3,9,Low,2
32,Yes,married,Lawyer,no,yes,M,Colorado,76,86.23,103,55,own,little,moderate,8173,26,car,3,1,94,34516,,Low,
39,No,single,Entertainment,unknown,no,F,Colorado,486,74421.57,86,14,free,little,NA,3271,33,Home Appliances,0,3,13,2156,1,Low,4
45,No,married,Engineer,unknown,no,F,Colorado,16,299873.85,58,50,free,rich,NA,7604,42,Home Appliances,5,0,67,1938,2,Low,
33,Yes,married,Artist,no,no,M,Colorado,2450,19259.79,106,53,free,little,NA,5370,39,Home loan,6,0,75,1438.3,1,Low,1
27,Yes,married,Artist,unknown,no,M,Colorado,4894.37,982263.98,105,70,own,little,little,11750,49,repairs,4,1,28,3781,8,Average,2
57,No,married,Healthcare,no,yes,M,Colorado,175,265.15,63,34,rent,little,NA,15933,49,business,5,3,96,34516,0,Low,3
32,No,married,Artist,no,no,M,Colorado,20,5964.15,79,48,own,little,moderate,16726,26,vacation/others,5,0,93,1438.3,1,Average,3
33,Yes,divorced,Artist,no,no,M,Colorado,1000,44129.94,134,95,own,little,little,10490,44,Home loan,4,2,63,3261,,High,5
57,Yes,married,Entertainment,unknown,yes,M,Colorado,1740,122.98,88,63,rent,little,NA,6876,25,repairs,6,1,41,2211,5,Low,2
34,No,married,Homemaker,no,yes,M,Colorado,340,4305.69,111,50,rent,little,little,15327,31,Home loan,3,3,11,1493,9,High,3
58,,married,Healthcare,unknown,no,F,Colorado,720,133881.73,104,,own,NA,moderate,5704,34,Home Appliances,4,3,33,20631,0,Low,3
50,Yes,single,Lawyer,no,no,M,Colorado,950,229962.81,137,94,own,quite rich,NA,3697,8,repairs,4,7,9,2255,1,High,2
44,Yes,married,Artist,no,yes,M,Colorado,234.96,3774.69,106,71,rent,rich,NA,11562,12,car,2,9,51,1507,1,Average,3
48,,married,Executive,no,no,F,Colorado,2818.09,1011482.93,110,,own,little,little,12988,51,repairs,2,3,8,11097,1,Average,5
56,Yes,divorced,Lawyer,no,no,M,Colorado,40,2459.97,150,96,own,little,rich,11241,35,business,2,0,2,8162,1,High,2
42,Yes,married,Doctor,no,yes,M,Colorado,88,5013.87,116,72,own,little,NA,16031,9,car,3,3,59,18721,9,Average,5
37,Yes,married,Artist,unknown,no,F,Colorado,400,8836.64,116,73,free,little,little,8528,56,Home loan,5,3,63,5210,8,Average,2
29,No,married,Entertainment,no,no,M,Colorado,466.13,3432.53,88,59,own,little,moderate,18253,56,vacation/others,3,2,76,1736,,Average,2
32,No,married,Entertainment,no,no,F,Colorado,597,3951.1,99,60,own,little,NA,13178,42,education,2,2,63,1864,0,High,3
40,Yes,single,Artist,no,no,M,Connecticut,796,49781.38,148,96,rent,little,moderate,3359,17,Home loan,4,2,61,6611,,High,3
39,No,married,Entertainment,no,yes,M,Connecticut,100,0.25,68,48,rent,NA,NA,16989,44,education,6,2,90,7942,0,Low,3
34,Yes,married,Entertainment,unknown,no,M,Connecticut,340,51448.78,81,54,own,little,little,3314,36,car,5,2,59,13382,8,Low,3
50,Yes,divorced,Healthcare,unknown,yes,M,Connecticut,467,71.37,140,97,own,little,moderate,16413,49,Home Appliances,3,2,35,18550,1,High,2
28,No,single,Healthcare,no,no,M,Connecticut,235,120365.32,85,2,own,NA,rich,14799,3,Home loan,2,3,78,2650,1,Low,4
43,Yes,married,Entertainment,no,unknown,M,Connecticut,900,6.13,107,58,own,rich,moderate,12241,57,repairs,2,7,70,1696,1,Low,2
27,No,married,Marketing,no,no,M,Connecticut,2248,310569.67,111,70,rent,NA,NA,12086,36,car,6,0,48,2628,1,High,3
38,Yes,married,Lawyer,no,unknown,M,Delaware,100,35584.62,127,74,own,little,NA,5186,23,Home Appliances,6,0,30,1457,1,High,2
37,Yes,married,Homemaker,no,no,M,Delaware,200,5941.62,98,61,own,little,NA,9262,7,Home loan,6,2,0,34516,8,Average,3
39,No,married,Executive,unknown,yes,M,Delaware,650,7175.35,110,66,own,little,NA,699,47,car,6,1,93,3056,1,High,2
36,Yes,divorced,Homemaker,unknown,no,F,District of Columbia,790,128791.43,97,74,own,little,little,12759,58,car,3,2,91,2650,,Low,1
43,Yes,married,Artist,no,no,F,Florida,2396,2307013.77,102,63,own,little,NA,2320,57,car,5,0,8,3331,1,Average,5
55,Yes,married,Engineer,unknown,yes,M,Florida,70,93.85,70,60,rent,little,little,17902,54,car,6,1,13,3343,4,Low,1
35,No,married,Homemaker,no,no,M,Florida,2500,1074183.99,64,44,own,little,little,3902,42,car,5,2,63,4123,0,Low,3
27,Yes,married,Artist,unknown,unknown,M,Florida,1053.14,20316.34,105,74,own,little,little,4060,8,domestic appliances,3,1,41,2677,,Average,3
51,Yes,married,Healthcare,no,no,M,Florida,1,10053.18,90,54,free,little,NA,17970,11,Home Appliances,6,2,93,3023,2,Low,2
34,No,married,Healthcare,no,no,F,Florida,200,7286.52,54,29,own,little,little,5094,23,Home loan,2,3,70,2238,1,Low,4
28,Yes,married,Engineer,no,no,M,Florida,169,138766.15,79,52,own,little,little,10029,29,car,6,0,57,3875,,Low,2
50,Yes,married,Artist,unknown,no,M,Florida,806.88,1915.5,124,73,own,little,moderate,14998,21,Home loan,7,1,4,20803,3,High,5
26,Yes,married,Artist,no,yes,M,Florida,500,15864.57,104,72,own,NA,moderate,10321,29,education,5,2,28,2760,0,Average,2
50,,married,Engineer,unknown,yes,M,Florida,50000,58775.66,97,,own,little,NA,5097,58,business,7,0,57,9086,1,Low,1
52,Yes,married,Artist,unknown,no,M,Florida,8377,599571.14,90,58,own,little,little,2722,38,car,6,3,91,21142,9,Low,1
52,No,married,Artist,no,yes,M,Florida,1600,8390.73,79,47,rent,little,little,12829,38,Home Appliances,7,2,83,3653,7,Low,1
45,Yes,married,Entertainment,no,no,M,Florida,15476,102279.14,106,68,free,NA,NA,5687,2,Home Appliances,7,1,42,1713,1,Low,2
37,No,married,Doctor,no,no,M,Florida,8392,46794.07,108,57,own,little,NA,10072,12,business,5,0,28,34516,1,Average,2
43,Yes,married,Artist,unknown,no,M,Florida,147,9840.15,110,77,own,little,NA,5325,43,car,5,2,3,6548,3,Average,4
46,No,married,Healthcare,no,no,F,Florida,5000,0,77,26,rent,moderate,moderate,1341,45,Home Appliances,0,3,79,1953,0,Low,6
45,No,married,Lawyer,no,no,F,Florida,265,120998.36,50,24,own,little,little,12784,59,education,0,2,31,3051,0,Low,1
31,No,married,Healthcare,no,no,M,Florida,518,129088.46,64,28,own,little,little,2816,53,car,6,2,33,25256,8,Low,4
39,No,married,Doctor,unknown,no,M,Florida,251,302926.04,52,41,own,NA,NA,14338,52,education,6,1,57,1630,0,Low,4
55,No,divorced,Marketing,no,no,M,Florida,896,2194709.24,60,21,own,little,moderate,13079,44,Home Appliances,4,3,32,34516,1,Low,3
55,Yes,married,Marketing,no,no,M,Florida,60,14165.63,118,75,own,little,little,6166,8,Home loan,7,1,27,10800,,High,2
27,Yes,single,Lawyer,no,no,M,Florida,1000,32148.79,135,92,own,quite rich,NA,13981,34,car,7,8,97,1876,1,High,2
38,Yes,single,Engineer,no,unknown,F,Florida,101.15,14497.21,104,66,free,little,rich,9606,6,Home Appliances,1,1,64,4963,8,Low,2
24,Yes,married,Healthcare,no,no,M,Florida,3,12550.72,97,65,own,moderate,moderate,2850,22,business,10,4,30,16739,1,Average,3
36,Yes,married,Engineer,no,no,M,Florida,500,12866.01,98,75,own,little,little,7758,59,Home loan,7,0,70,2463,1,Average,6
44,Yes,married,Artist,unknown,yes,F,Florida,11499,41839.3,78,61,own,little,moderate,11053,12,Home Appliances,4,0,18,34516,0,Low,3
33,No,single,Healthcare,no,no,M,Florida,100,440463.42,73,25,own,little,moderate,10109,27,car,3,2,77,4743,0,Low,3
30,No,married,Doctor,no,no,M,Florida,1000,117736.93,108,56,free,rich,little,10062,52,Home loan,3,7,32,9382,6,High,3
28,Yes,single,,no,no,M,Florida,692,1232.69,99,73,free,rich,NA,4067,15,Home loan,6,13,86,2059,1,Low,2
60,No,married,Healthcare,unknown,no,M,Florida,39,4912.68,70,31,own,quite rich,NA,4256,26,car,8,6,45,20410,1,Low,4
38,Yes,single,Doctor,no,no,F,Florida,1895,12815.34,110,61,own,little,moderate,5847,32,car,2,2,24,6798,8,Low,6
42,Yes,married,Artist,no,yes,M,Florida,425.95,27.26,110,55,own,little,NA,5187,25,Home Appliances,3,2,47,6472,1,Low,2
35,No,married,Healthcare,no,yes,M,Florida,55,1190.02,52,24,free,little,NA,14388,31,car,4,1,65,2766,8,Low,4
53,No,married,Homemaker,unknown,no,M,Florida,1379,73077.78,69,30,own,moderate,NA,15205,33,car,10,4,68,1438.3,,Low,1
24,Yes,single,Artist,no,no,F,Florida,618,23930.61,96,72,rent,little,NA,17239,29,car,3,2,11,3283,1,Low,1
35,Yes,divorced,Entertainment,no,no,M,Georgia,250,83913.36,110,76,rent,little,NA,16907,39,Home Appliances,4,1,58,2470,1,Low,3
25,Yes,single,Artist,no,no,F,Georgia,650,65486.49,129,86,own,little,moderate,13081,11,business,3,2,74,20695,1,Average,3
59,No,married,Healthcare,unknown,yes,M,Georgia,110.45,534.59,61,22,own,moderate,NA,13767,57,Home Appliances,6,6,47,4228,1,Low,3
